100 тестов каждого вида выборок, выборки генерируются заново в цикле
 №   | выборка, чел | последовательно | параллельно   | разность, сек | %
 51  | 100          | 0,0000636       | 0,0004046     | -0,0003410    | 536,2 
 52  | 100          | 0,0000522       | 0,0006511     | -0,0005989    | 1147,3 
 53  | 100          | 0,0000586       | 0,0003835     | -0,0003249    | 554,4 
 54  | 100          | 0,0000591       | 0,0003211     | -0,0002620    | 443,3 
 55  | 100          | 0,0000634       | 0,0003752     | -0,0003118    | 491,8 
 56  | 100          | 0,0000632       | 0,0005253     | -0,0004621    | 731,2 
 57  | 100          | 0,0000566       | 0,0006359     | -0,0005793    | 1023,5 
 58  | 100          | 0,0000581       | 0,0005679     | -0,0005098    | 877,5 
 59  | 100          | 0,0000512       | 0,0003612     | -0,0003100    | 605,5 
 60  | 100          | 0,0000482       | 0,0003638     | -0,0003156    | 654,8 
 61  | 100          | 0,0000490       | 0,0003854     | -0,0003364    | 686,5 
 62  | 100          | 0,0000491       | 0,0003655     | -0,0003164    | 644,4 
 63  | 100          | 0,0000777       | 0,0003732     | -0,0002955    | 380,3 
 64  | 100          | 0,0000611       | 0,0002990     | -0,0002379    | 389,4 
 65  | 100          | 0,0000403       | 0,0003850     | -0,0003447    | 855,3 
 66  | 100          | 0,0000505       | 0,0003607     | -0,0003102    | 614,2 
 67  | 100          | 0,0000526       | 0,0001893     | -0,0001367    | 259,9 
 68  | 100          | 0,0000411       | 0,0004152     | -0,0003741    | 910,2 
 69  | 100          | 0,0000471       | 0,0003830     | -0,0003359    | 713,1 
 70  | 100          | 0,0000546       | 0,0003958     | -0,0003412    | 624,9 
 71  | 100          | 0,0000458       | 0,0002153     | -0,0001695    | 370,1 
 72  | 100          | 0,0000462       | 0,0003294     | -0,0002832    | 613,0 
 73  | 100          | 0,0000583       | 0,0001987     | -0,0001404    | 240,8 
 74  | 100          | 0,0000477       | 0,0003884     | -0,0003407    | 714,3 
 75  | 100          | 0,0000464       | 0,0003736     | -0,0003272    | 705,2 
 76  | 100          | 0,0000667       | 0,0002912     | -0,0002245    | 336,6 
 77  | 100          | 0,0000760       | 0,0002732     | -0,0001972    | 259,5 
 78  | 100          | 0,0000946       | 0,0003872     | -0,0002926    | 309,3 
 79  | 100          | 0,0000437       | 0,0003089     | -0,0002652    | 606,9 
 80  | 100          | 0,0000522       | 0,0003945     | -0,0003423    | 655,7 
 81  | 100          | 0,0000533       | 0,0002899     | -0,0002366    | 443,9 
 82  | 100          | 0,0000481       | 0,0001651     | -0,0001170    | 243,2 
 83  | 100          | 0,0000457       | 0,0001524     | -0,0001067    | 233,5 
 84  | 100          | 0,0000458       | 0,0003393     | -0,0002935    | 640,8 
 85  | 100          | 0,0000470       | 0,0001828     | -0,0001358    | 288,9 
 86  | 100          | 0,0000525       | 0,0003673     | -0,0003148    | 599,6 
 87  | 100          | 0,0000387       | 0,0005175     | -0,0004788    | 1237,2 
 88  | 100          | 0,0000556       | 0,0004468     | -0,0003912    | 703,6 
 89  | 100          | 0,0000406       | 0,0003281     | -0,0002875    | 708,1 
 90  | 100          | 0,0000380       | 0,0003617     | -0,0003237    | 851,8 
 91  | 100          | 0,0000594       | 0,0003429     | -0,0002835    | 477,3 
 92  | 100          | 0,0000422       | 0,0003524     | -0,0003102    | 735,1 
 93  | 100          | 0,0000507       | 0,0001975     | -0,0001468    | 289,5 
 94  | 100          | 0,0000541       | 0,0001521     | -0,0000980    | 181,1 
 95  | 100          | 0,0000517       | 0,0001482     | -0,0000965    | 186,7 
 96  | 100          | 0,0000446       | 0,0001494     | -0,0001048    | 235,0 
 97  | 100          | 0,0000368       | 0,0001561     | -0,0001193    | 324,2 
 98  | 100          | 0,0000424       | 0,0001365     | -0,0000941    | 221,9 
 99  | 100          | 0,0000394       | 0,0001549     | -0,0001155    | 293,1 
 100 | 100          | 0,0000350       | 0,0001489     | -0,0001139    | 325,4 
 101 | 1000         | 0,0002574       | 0,0008203     | -0,0005629    | 218,7 
 102 | 1000         | 0,0002599       | 0,0006754     | -0,0004155    | 159,9 
 103 | 1000         | 0,0002437       | 0,0014314     | -0,0011877    | 487,4 
 104 | 1000         | 0,0002936       | 0,0003831     | -0,0000895    | 30,5 
 105 | 1000         | 0,0002698       | 0,0003404     | -0,0000706    | 26,2 
 106 | 1000         | 0,0002573       | 0,0005338     | -0,0002765    | 107,5 
 107 | 1000         | 0,0002597       | 0,0003405     | -0,0000808    | 31,1 
 108 | 1000         | 0,0002963       | 0,0004958     | -0,0001995    | 67,3 
 109 | 1000         | 0,0001991       | 0,0010948     | -0,0008957    | 449,9 
 110 | 1000         | 0,0002073       | 0,0004257     | -0,0002184    | 105,4 
 111 | 1000         | 0,0001993       | 0,0004728     | -0,0002735    | 137,2 
 112 | 1000         | 0,0002161       | 0,0003213     | -0,0001052    | 48,7 
 113 | 1000         | 0,0002117       | 0,0003146     | -0,0001029    | 48,6 
 114 | 1000         | 0,0002404       | 0,0004522     | -0,0002118    | 88,1 
 115 | 1000         | 0,0002559       | 0,0004819     | -0,0002260    | 88,3 
 116 | 1000         | 0,0002416       | 0,0037737     | -0,0035321    | 1462,0 
 117 | 1000         | 0,0004038       | 0,0007276     | -0,0003238    | 80,2 
 118 | 1000         | 0,0003458       | 0,0017508     | -0,0014050    | 406,3 
 119 | 1000         | 0,0017713       | 0,0041877     | -0,0024164    | 136,4 
 120 | 1000         | 0,0001820       | 0,0004554     | -0,0002734    | 150,2 
 121 | 1000         | 0,0001943       | 0,0003187     | -0,0001244    | 64,0 
 122 | 1000         | 0,0001637       | 0,0001891     | -0,0000254    | 15,5 
 123 | 1000         | 0,0003312       | 0,0002516     | 0,0000796     | -24,0 
 124 | 1000         | 0,0001872       | 0,0002736     | -0,0000864    | 46,2 
 125 | 1000         | 0,0001665       | 0,0007864     | -0,0006199    | 372,3 
 126 | 1000         | 0,0006708       | 0,0002280     | 0,0004428     | -66,0 
 127 | 1000         | 0,0001597       | 0,0001910     | -0,0000313    | 19,6 
 128 | 1000         | 0,0009423       | 0,0087242     | -0,0077819    | 825,8 
 129 | 1000         | 0,0002235       | 0,0002993     | -0,0000758    | 33,9 
 130 | 1000         | 0,0004677       | 0,0002616     | 0,0002061     | -44,1 
 131 | 1000         | 0,0001447       | 0,0002589     | -0,0001142    | 78,9 
 132 | 1000         | 0,0001389       | 0,0002081     | -0,0000692    | 49,8 
 133 | 1000         | 0,0001532       | 0,0002153     | -0,0000621    | 40,5 
 134 | 1000         | 0,0001526       | 0,0003661     | -0,0002135    | 139,9 
 135 | 1000         | 0,0001481       | 0,0021654     | -0,0020173    | 1362,1 
 136 | 1000         | 0,0002004       | 0,0012045     | -0,0010041    | 501,1 
 137 | 1000         | 0,0001663       | 0,0008327     | -0,0006664    | 400,7 
 138 | 1000         | 0,0001620       | 0,0009436     | -0,0007816    | 482,5 
 139 | 1000         | 0,0001949       | 0,0022802     | -0,0020853    | 1069,9 
 140 | 1000         | 0,0001963       | 0,0008050     | -0,0006087    | 310,1 
 141 | 1000         | 0,0001781       | 0,0013378     | -0,0011597    | 651,2 
 142 | 1000         | 0,0002110       | 0,0016765     | -0,0014655    | 694,6 
 143 | 1000         | 0,0001869       | 0,0007496     | -0,0005627    | 301,1 
 144 | 1000         | 0,0005008       | 0,0007087     | -0,0002079    | 41,5 
 145 | 1000         | 0,0002181       | 0,0006106     | -0,0003925    | 180,0 
 146 | 1000         | 0,0002066       | 0,0011195     | -0,0009129    | 441,9 
 147 | 1000         | 0,0002454       | 0,0015637     | -0,0013183    | 537,2 
 148 | 1000         | 0,0003268       | 0,0004984     | -0,0001716    | 52,5 
 149 | 1000         | 0,0001488       | 0,0004068     | -0,0002580    | 173,4 
 150 | 1000         | 0,0001510       | 0,0003420     | -0,0001910    | 126,5 
 151 | 1000         | 0,0001403       | 0,0003208     | -0,0001805    | 128,7 
 152 | 1000         | 0,0001305       | 0,0002661     | -0,0001356    | 103,9 
 153 | 1000         | 0,0001420       | 0,0003693     | -0,0002273    | 160,1 
 154 | 1000         | 0,0001483       | 0,0003547     | -0,0002064    | 139,2 
 155 | 1000         | 0,0001574       | 0,0004003     | -0,0002429    | 154,3 
 156 | 1000         | 0,0001591       | 0,0002811     | -0,0001220    | 76,7 
 157 | 1000         | 0,0002167       | 0,0001998     | 0,0000169     | -7,8 
 158 | 1000         | 0,0001464       | 0,0003864     | -0,0002400    | 163,9 
 159 | 1000         | 0,0001438       | 0,0003199     | -0,0001761    | 122,5 
 160 | 1000         | 0,0002777       | 0,0002419     | 0,0000358     | -12,9 
 161 | 1000         | 0,0001641       | 0,0002465     | -0,0000824    | 50,2 
 162 | 1000         | 0,0001620       | 0,0002102     | -0,0000482    | 29,8 
 163 | 1000         | 0,0001750       | 0,0002301     | -0,0000551    | 31,5 
 164 | 1000         | 0,0001678       | 0,0002338     | -0,0000660    | 39,3 
 165 | 1000         | 0,0001689       | 0,0005879     | -0,0004190    | 248,1 
 166 | 1000         | 0,0001828       | 0,0003792     | -0,0001964    | 107,4 
 167 | 1000         | 0,0001683       | 0,0004135     | -0,0002452    | 145,7 
 168 | 1000         | 0,0001661       | 0,0002464     | -0,0000803    | 48,3 
 169 | 1000         | 0,0001517       | 0,0002101     | -0,0000584    | 38,5 
 170 | 1000         | 0,0001412       | 0,0001897     | -0,0000485    | 34,3 
 171 | 1000         | 0,0001402       | 0,0003373     | -0,0001971    | 140,6 
 172 | 1000         | 0,0001298       | 0,0003202     | -0,0001904    | 146,7 
 173 | 1000         | 0,0001312       | 0,0001800     | -0,0000488    | 37,2 
 174 | 1000         | 0,0001316       | 0,0001573     | -0,0000257    | 19,5 
 175 | 1000         | 0,0001497       | 0,0001793     | -0,0000296    | 19,8 
 176 | 1000         | 0,0001356       | 0,0002269     | -0,0000913    | 67,3 
 177 | 1000         | 0,0001370       | 0,0005431     | -0,0004061    | 296,4 
 178 | 1000         | 0,0001486       | 0,0186872     | -0,0185386    | 12475,5 
 179 | 1000         | 0,0001538       | 0,0011052     | -0,0009514    | 618,6 
 180 | 1000         | 0,0001394       | 0,0010957     | -0,0009563    | 686,0 
 181 | 1000         | 0,0001457       | 0,0005194     | -0,0003737    | 256,5 
 182 | 1000         | 0,0001492       | 0,0003593     | -0,0002101    | 140,8 
 183 | 1000         | 0,0001601       | 0,0003268     | -0,0001667    | 104,1 
 184 | 1000         | 0,0001390       | 0,0003309     | -0,0001919    | 138,1 
 185 | 1000         | 0,0001323       | 0,0001883     | -0,0000560    | 42,3 
 186 | 1000         | 0,0001551       | 0,0003260     | -0,0001709    | 110,2 
 187 | 1000         | 0,0001428       | 0,0003359     | -0,0001931    | 135,2 
 188 | 1000         | 0,0001365       | 0,0001845     | -0,0000480    | 35,2 
 189 | 1000         | 0,0001280       | 0,0001572     | -0,0000292    | 22,8 
 190 | 1000         | 0,0001387       | 0,0001584     | -0,0000197    | 14,2 
 191 | 1000         | 0,0001198       | 0,0001466     | -0,0000268    | 22,4 
 192 | 1000         | 0,0002910       | 0,0001590     | 0,0001320     | -45,4 
 193 | 1000         | 0,0001483       | 0,0001733     | -0,0000250    | 16,9 
 194 | 1000         | 0,0001450       | 0,0001937     | -0,0000487    | 33,6 
 195 | 1000         | 0,0001628       | 0,0002128     | -0,0000500    | 30,7 
 196 | 1000         | 0,0001381       | 0,0001615     | -0,0000234    | 16,9 
 197 | 1000         | 0,0001312       | 0,0002579     | -0,0001267    | 96,6 
 198 | 1000         | 0,0001346       | 0,0001569     | -0,0000223    | 16,6 
 199 | 1000         | 0,0001477       | 0,0002205     | -0,0000728    | 49,3 
 200 | 1000         | 0,0001769       | 0,0003854     | -0,0002085    | 117,9 
 201 | 10000        | 0,0014216       | 0,0014582     | -0,0000366    |  2,6 
 202 | 10000        | 0,0015361       | 0,0041163     | -0,0025802    | 168,0 
 203 | 10000        | 0,0016061       | 0,0163480     | -0,0147419    | 917,9 
 204 | 10000        | 0,0015974       | 0,0014041     | 0,0001933     | -12,1 
 205 | 10000        | 0,0014734       | 0,0012147     | 0,0002587     | -17,6 
 206 | 10000        | 0,0013522       | 0,0013606     | -0,0000084    |  0,6 
 207 | 10000        | 0,0014709       | 0,0014432     | 0,0000277     | -1,9 
 208 | 10000        | 0,0420002       | 0,0117777     | 0,0302225     | -72,0 
 209 | 10000        | 0,0018174       | 0,0019182     | -0,0001008    |  5,5 
 210 | 10000        | 0,0017236       | 0,0017215     | 0,0000021     | -0,1 
 211 | 10000        | 0,0016904       | 0,0013930     | 0,0002974     | -17,6 
 212 | 10000        | 0,0016122       | 0,0034548     | -0,0018426    | 114,3 
 213 | 10000        | 0,0017538       | 0,0019387     | -0,0001849    | 10,5 
 214 | 10000        | 0,0031177       | 0,0022429     | 0,0008748     | -28,1 
 215 | 10000        | 0,0015698       | 0,0019463     | -0,0003765    | 24,0 
 216 | 10000        | 0,0016733       | 0,0075069     | -0,0058336    | 348,6 
 217 | 10000        | 0,0035117       | 0,0027198     | 0,0007919     | -22,6 
 218 | 10000        | 0,0016749       | 0,0023047     | -0,0006298    | 37,6 
 219 | 10000        | 0,0022992       | 0,0024355     | -0,0001363    |  5,9 
 220 | 10000        | 0,0041581       | 0,0051207     | -0,0009626    | 23,1 
 221 | 10000        | 0,0035839       | 0,0075858     | -0,0040019    | 111,7 
 222 | 10000        | 0,0016808       | 0,0015533     | 0,0001275     | -7,6 
 223 | 10000        | 0,0016103       | 0,0013210     | 0,0002893     | -18,0 
 224 | 10000        | 0,0019893       | 0,0015449     | 0,0004444     | -22,3 
 225 | 10000        | 0,0015259       | 0,0025309     | -0,0010050    | 65,9 
 226 | 10000        | 0,0017545       | 0,0025775     | -0,0008230    | 46,9 
 227 | 10000        | 0,0015495       | 0,0062100     | -0,0046605    | 300,8 
 228 | 10000        | 0,0016604       | 0,0015314     | 0,0001290     | -7,8 
 229 | 10000        | 0,0015080       | 0,0011178     | 0,0003902     | -25,9 
 230 | 10000        | 0,0015100       | 0,0019872     | -0,0004772    | 31,6 
 231 | 10000        | 0,0013648       | 0,0011090     | 0,0002558     | -18,7 
 232 | 10000        | 0,0016452       | 0,0060169     | -0,0043717    | 265,7 
 233 | 10000        | 0,0013741       | 0,0011209     | 0,0002532     | -18,4 
 234 | 10000        | 0,0014943       | 0,0009737     | 0,0005206     | -34,8 
 235 | 10000        | 0,0013933       | 0,0021803     | -0,0007870    | 56,5 
 236 | 10000        | 0,0016907       | 0,0032664     | -0,0015757    | 93,2 
 237 | 10000        | 0,0048957       | 0,0037466     | 0,0011491     | -23,5 
 238 | 10000        | 0,0014081       | 0,0016281     | -0,0002200    | 15,6 
 239 | 10000        | 0,0013460       | 0,0012128     | 0,0001332     | -9,9 
 240 | 10000        | 0,0015698       | 0,0014353     | 0,0001345     | -8,6 
 241 | 10000        | 0,0015106       | 0,0009702     | 0,0005404     | -35,8 
 242 | 10000        | 0,0013367       | 0,0011305     | 0,0002062     | -15,4 
 243 | 10000        | 0,0013717       | 0,0085582     | -0,0071865    | 523,9 
 244 | 10000        | 0,0014405       | 0,0016100     | -0,0001695    | 11,8 
 245 | 10000        | 0,0015333       | 0,0012766     | 0,0002567     | -16,7 
 246 | 10000        | 0,0014154       | 0,0030096     | -0,0015942    | 112,6 
 247 | 10000        | 0,0148228       | 0,0074380     | 0,0073848     | -49,8 
 248 | 10000        | 0,0028832       | 0,0013440     | 0,0015392     | -53,4 
 249 | 10000        | 0,0014147       | 0,0031157     | -0,0017010    | 120,2 
 250 | 10000        | 0,0014287       | 0,0013241     | 0,0001046     | -7,3 
 251 | 10000        | 0,0013161       | 0,0014202     | -0,0001041    |  7,9 
 252 | 10000        | 0,0013373       | 0,0009850     | 0,0003523     | -26,3 
 253 | 10000        | 0,0012402       | 0,0009299     | 0,0003103     | -25,0 
 254 | 10000        | 0,0012248       | 0,0010062     | 0,0002186     | -17,8 
 255 | 10000        | 0,0012948       | 0,0010036     | 0,0002912     | -22,5 
 256 | 10000        | 0,0014767       | 0,0010863     | 0,0003904     | -26,4 
 257 | 10000        | 0,0013693       | 0,0012065     | 0,0001628     | -11,9 
 258 | 10000        | 0,0013798       | 0,0011335     | 0,0002463     | -17,9 
 259 | 10000        | 0,0013475       | 0,0014877     | -0,0001402    | 10,4 
 260 | 10000        | 0,0014500       | 0,0010311     | 0,0004189     | -28,9 
 261 | 10000        | 0,0013709       | 0,0011373     | 0,0002336     | -17,0 
 262 | 10000        | 0,0013324       | 0,0012255     | 0,0001069     | -8,0 
 263 | 10000        | 0,0014542       | 0,0009916     | 0,0004626     | -31,8 
 264 | 10000        | 0,0015927       | 0,0014588     | 0,0001339     | -8,4 
 265 | 10000        | 0,0013438       | 0,0011431     | 0,0002007     | -14,9 
 266 | 10000        | 0,0013316       | 0,0009118     | 0,0004198     | -31,5 
 267 | 10000        | 0,0012513       | 0,0009534     | 0,0002979     | -23,8 
 268 | 10000        | 0,0012867       | 0,0009726     | 0,0003141     | -24,4 
 269 | 10000        | 0,0013090       | 0,0010947     | 0,0002143     | -16,4 
 270 | 10000        | 0,0012906       | 0,0012715     | 0,0000191     | -1,5 
 271 | 10000        | 0,0081958       | 0,0024938     | 0,0057020     | -69,6 
 272 | 10000        | 0,0012744       | 0,0009996     | 0,0002748     | -21,6 
 273 | 10000        | 0,0012358       | 0,0008899     | 0,0003459     | -28,0 
 274 | 10000        | 0,0011861       | 0,0008951     | 0,0002910     | -24,5 
 275 | 10000        | 0,0011965       | 0,0009370     | 0,0002595     | -21,7 
 276 | 10000        | 0,0013547       | 0,0041859     | -0,0028312    | 209,0 
 277 | 10000        | 0,0014216       | 0,0011688     | 0,0002528     | -17,8 
 278 | 10000        | 0,0012565       | 0,0009099     | 0,0003466     | -27,6 
 279 | 10000        | 0,0013082       | 0,0012943     | 0,0000139     | -1,1 
 280 | 10000        | 0,0013841       | 0,0015233     | -0,0001392    | 10,1 
 281 | 10000        | 0,0013232       | 0,0009102     | 0,0004130     | -31,2 
 282 | 10000        | 0,0012597       | 0,0008792     | 0,0003805     | -30,2 
 283 | 10000        | 0,0013102       | 0,0009295     | 0,0003807     | -29,1 
 284 | 10000        | 0,0012740       | 0,0009942     | 0,0002798     | -22,0 
 285 | 10000        | 0,0013335       | 0,0009013     | 0,0004322     | -32,4 
 286 | 10000        | 0,0012686       | 0,0013070     | -0,0000384    |  3,0 
 287 | 10000        | 0,0009005       | 0,0008510     | 0,0000495     | -5,5 
 288 | 10000        | 0,0011491       | 0,0009582     | 0,0001909     | -16,6 
 289 | 10000        | 0,0011720       | 0,0008929     | 0,0002791     | -23,8 
 290 | 10000        | 0,0012222       | 0,0008834     | 0,0003388     | -27,7 
 291 | 10000        | 0,0012036       | 0,0010079     | 0,0001957     | -16,3 
 292 | 10000        | 0,0011211       | 0,0007879     | 0,0003332     | -29,7 
 293 | 10000        | 0,0010868       | 0,0007707     | 0,0003161     | -29,1 
 294 | 10000        | 0,0010654       | 0,0007527     | 0,0003127     | -29,4 
 295 | 10000        | 0,0010855       | 0,0007546     | 0,0003309     | -30,5 
 296 | 10000        | 0,0011701       | 0,0008543     | 0,0003158     | -27,0 
 297 | 10000        | 0,0011266       | 0,0007919     | 0,0003347     | -29,7 
 298 | 10000        | 0,0011150       | 0,0008624     | 0,0002526     | -22,7 
 299 | 10000        | 0,0011664       | 0,0008644     | 0,0003020     | -25,9 
 300 | 10000        | 0,0011251       | 0,0008471     | 0,0002780     | -24,7 
 301 | 100000       | 0,0133198       | 0,0082000     | 0,0051198     | -38,4 
 302 | 100000       | 0,0136614       | 0,0108169     | 0,0028445     | -20,8 
 303 | 100000       | 0,0135575       | 0,0083665     | 0,0051910     | -38,3 
 304 | 100000       | 0,0132358       | 0,0079278     | 0,0053080     | -40,1 
 305 | 100000       | 0,0121916       | 0,0072784     | 0,0049132     | -40,3 
 306 | 100000       | 0,0121242       | 0,0052494     | 0,0068748     | -56,7 
 307 | 100000       | 0,0120101       | 0,0050122     | 0,0069979     | -58,3 
 308 | 100000       | 0,0123189       | 0,0051528     | 0,0071661     | -58,2 
 309 | 100000       | 0,0108094       | 0,0052784     | 0,0055310     | -51,2 
 310 | 100000       | 0,0120252       | 0,0054013     | 0,0066239     | -55,1 
 311 | 100000       | 0,0121441       | 0,0052086     | 0,0069355     | -57,1 
 312 | 100000       | 0,0117369       | 0,0052598     | 0,0064771     | -55,2 
 313 | 100000       | 0,0120696       | 0,0059929     | 0,0060767     | -50,3 
 314 | 100000       | 0,0118989       | 0,0055330     | 0,0063659     | -53,5 
 315 | 100000       | 0,0120287       | 0,0055374     | 0,0064913     | -54,0 
 316 | 100000       | 0,0124306       | 0,0049403     | 0,0074903     | -60,3 
 317 | 100000       | 0,0118021       | 0,0052277     | 0,0065744     | -55,7 
 318 | 100000       | 0,0116544       | 0,0049729     | 0,0066815     | -57,3 
 319 | 100000       | 0,0110098       | 0,0051927     | 0,0058171     | -52,8 
 320 | 100000       | 0,0119455       | 0,0054049     | 0,0065406     | -54,8 
 321 | 100000       | 0,0120541       | 0,0047817     | 0,0072724     | -60,3 
 322 | 100000       | 0,0116737       | 0,0053292     | 0,0063445     | -54,3 
 323 | 100000       | 0,0117467       | 0,0053948     | 0,0063519     | -54,1 
 324 | 100000       | 0,0116902       | 0,0050469     | 0,0066433     | -56,8 
 325 | 100000       | 0,0119748       | 0,0050313     | 0,0069435     | -58,0 
 326 | 100000       | 0,0117062       | 0,0052633     | 0,0064429     | -55,0 
 327 | 100000       | 0,0119147       | 0,0050417     | 0,0068730     | -57,7 
 328 | 100000       | 0,0123248       | 0,0127825     | -0,0004577    |  3,7 
 329 | 100000       | 0,0117949       | 0,0055984     | 0,0061965     | -52,5 
 330 | 100000       | 0,0120736       | 0,0052874     | 0,0067862     | -56,2 
 331 | 100000       | 0,0116540       | 0,0053294     | 0,0063246     | -54,3 
 332 | 100000       | 0,0117862       | 0,0050406     | 0,0067456     | -57,2 
 333 | 100000       | 0,0122511       | 0,0050314     | 0,0072197     | -58,9 
 334 | 100000       | 0,0117849       | 0,0052867     | 0,0064982     | -55,1 
 335 | 100000       | 0,0121155       | 0,0052980     | 0,0068175     | -56,3 
 336 | 100000       | 0,0117804       | 0,0050239     | 0,0067565     | -57,4 
 337 | 100000       | 0,0118036       | 0,0058139     | 0,0059897     | -50,7 
 338 | 100000       | 0,0105053       | 0,0046127     | 0,0058926     | -56,1 
 339 | 100000       | 0,0130923       | 0,0059534     | 0,0071389     | -54,5 
 340 | 100000       | 0,0123389       | 0,0060109     | 0,0063280     | -51,3 
 341 | 100000       | 0,0124251       | 0,0051127     | 0,0073124     | -58,9 
 342 | 100000       | 0,0118215       | 0,0052494     | 0,0065721     | -55,6 
 343 | 100000       | 0,0120223       | 0,0057631     | 0,0062592     | -52,1 
 344 | 100000       | 0,0117655       | 0,0052041     | 0,0065614     | -55,8 
 345 | 100000       | 0,0116578       | 0,0053966     | 0,0062612     | -53,7 
 346 | 100000       | 0,0116924       | 0,0051417     | 0,0065507     | -56,0 
 347 | 100000       | 0,0122228       | 0,0060642     | 0,0061586     | -50,4 
 348 | 100000       | 0,0117295       | 0,0054705     | 0,0062590     | -53,4 
 349 | 100000       | 0,0119237       | 0,0051038     | 0,0068199     | -57,2 
 350 | 100000       | 0,0107647       | 0,0044471     | 0,0063176     | -58,7 
 351 | 100000       | 0,0116662       | 0,0051493     | 0,0065169     | -55,9 
 352 | 100000       | 0,0116288       | 0,0051148     | 0,0065140     | -56,0 
 353 | 100000       | 0,0117444       | 0,0063594     | 0,0053850     | -45,9 
 354 | 100000       | 0,0121848       | 0,0069847     | 0,0052001     | -42,7 
 355 | 100000       | 0,0121126       | 0,0050889     | 0,0070237     | -58,0 
 356 | 100000       | 0,0119340       | 0,0050438     | 0,0068902     | -57,7 
 357 | 100000       | 0,0121360       | 0,0047984     | 0,0073376     | -60,5 
